Column1,carat,cut,color,clarity,depth,table,price,x,y,z,volume,,,,
37547,0.39,Ideal,D,VS1,61.8,54,988,4.69,4.73,2.91,64.554567,,,,
37532,0.38,Very Good,F,VS1,58.7,63,988,4.75,4.79,2.8,63.707,,,,
37534,0.38,Very Good,I,IF,59.5,57,988,4.72,4.76,2.82,63.357504,,,,
37546,0.38,Ideal,F,VS1,61.5,55,988,4.68,4.69,2.88,63.213696,,,,
37533,0.38,Very Good,F,VS1,59.7,61,988,4.69,4.73,2.81,62.336197,,,,
37567,0.34,Ideal,H,IF,60.8,56,988,4.56,4.55,2.77,57.47196,,,,
37554,0.32,Ideal,D,VVS1,62.1,54,988,4.43,4.4,2.74,53.40808,,,,
37558,0.31,Premium,G,IF,61.6,55,988,4.42,4.38,2.71,52.464516,,,,
37555,0.31,Ideal,G,IF,61.9,56,988,4.39,4.36,2.71,51.870484,,,,
37552,0.31,Premium,E,VVS1,61.3,58,988,4.39,4.36,2.68,51.296272,,,,
37559,0.31,Ideal,G,IF,61.6,55,988,4.39,4.34,2.69,51.251494,,,,
37557,0.31,Ideal,G,IF,61,56,988,4.39,4.37,2.67,51.222081,,,,
37563,0.31,Ideal,G,IF,61.7,56,988,4.38,4.34,2.69,51.134748,,,,
37568,0.31,Premium,D,VVS2,61.7,58,988,4.39,4.33,2.69,51.133403,,,,
37556,0.31,Ideal,G,IF,61,56,988,4.38,4.37,2.67,51.105402,,,,
37560,0.31,Premium,G,IF,61.4,59,988,4.39,4.34,2.68,51.060968,,,,
37553,0.31,Premium,E,VVS1,61.5,58,988,4.37,4.35,2.68,50.94546,,,,
37549,0.31,Ideal,E,VVS1,61.8,56,988,4.36,4.34,2.69,50.901256,,,,
37566,0.31,Ideal,G,IF,62.7,57,988,4.34,4.31,2.71,50.691634,,,,
37551,0.31,Ideal,E,VVS1,61.7,56,988,4.36,4.33,2.68,50.595184,,,,
37562,0.31,Premium,G,IF,61.7,54,988,4.36,4.33,2.68,50.595184,,,,
37564,0.31,Good,G,IF,63.9,58,988,4.3,4.27,2.74,50.30914,,,,
37565,0.31,Ideal,G,IF,62.6,57,988,4.32,4.3,2.7,50.1552,,,,
37550,0.31,Ideal,E,VVS1,61,57,988,4.36,4.33,2.65,50.02882,,,,
37561,0.31,Premium,G,IF,61,59,988,4.36,4.33,2.65,50.02882,,,,
37531,0.47,Good,E,SI1,60.2,64,987,5.1,5.04,3.05,78.3972,,,,
37530,0.5,Good,I,VS2,64.6,59,987,4.9,4.95,3.18,77.1309,,,,
37522,0.47,Premium,D,SI1,60.6,61,987,5.04,5,3.04,76.608,,,,
37523,0.47,Good,D,SI1,63.8,59,987,4.9,4.88,3.12,74.60544,,,,
37526,0.43,Ideal,H,VVS1,61.7,56,987,4.86,4.9,3.01,71.68014,,,,
37520,0.44,Very Good,E,VS2,60.3,58,987,4.9,4.92,2.96,71.35968,,,,
37525,0.39,Ideal,F,VVS2,61.2,56,987,4.7,4.75,2.89,64.51925,,,,
37524,0.37,Ideal,F,VVS2,61.1,56,987,4.62,4.65,2.83,60.79689,,,,
37527,0.31,Ideal,E,IF,61.9,54,987,4.38,4.41,2.72,52.538976,,,,
37521,0.31,Very Good,E,IF,58.1,60,987,4.45,4.5,2.6,52.065,,,,
37529,0.31,Ideal,E,IF,60.9,55,987,4.39,4.41,2.68,51.884532,,,,
37528,0.31,Ideal,E,IF,62.2,54,987,4.33,4.35,2.7,50.85585,,,,
37516,0.44,Very Good,H,VVS1,61,59,986,4.87,4.9,2.98,71.11174,,,,
37519,0.41,Good,D,VS1,60.2,62,986,4.8,4.84,2.9,67.3728,,,,
37518,0.41,Good,G,VVS1,61,61,986,4.77,4.8,2.92,66.85632,,,,
37517,0.33,Ideal,E,VVS1,62.2,55,986,4.42,4.46,2.76,54.408432,,,,
37508,0.49,Very Good,F,SI1,62.3,57,985,5.05,5.07,3.15,80.651025,,,,
37514,0.42,Ideal,F,VS1,60.6,56,985,4.87,4.83,2.94,69.154974,,,,
37513,0.42,Premium,F,VS1,59.8,57,985,4.89,4.85,2.91,69.015015,,,,
37515,0.39,Ideal,E,VS2,60.4,56,985,4.73,4.7,2.85,63.35835,,,,
37509,0.36,Ideal,G,IF,61.5,56,985,4.59,4.62,2.83,60.012414,,,,
37510,0.36,Ideal,G,IF,61.7,56,985,4.57,4.6,2.83,59.49226,,,,
37511,0.34,Ideal,F,IF,62.3,54,985,4.48,4.51,2.8,56.57344,,,,
37512,0.31,Ideal,F,VVS1,62.4,55,985,4.34,4.32,2.7,50.62176,,,,
37497,0.53,Premium,E,SI2,59.9,58,984,5.31,5.27,3.17,88.708329,,,,
37498,0.53,Premium,E,SI2,59.9,58,984,5.31,5.27,3.17,88.708329,,,,
37496,0.53,Premium,E,SI2,62.2,57,984,5.2,5.16,3.22,86.39904,,,,
37499,0.53,Premium,E,SI2,62.2,57,984,5.2,5.16,3.22,86.39904,,,,
37443,0.51,Good,J,VS2,63.1,56,984,5.1,5.13,3.23,84.50649,,,,
37446,0.51,Ideal,I,SI1,62.2,56,984,5.08,5.12,3.17,82.450432,,,,
37445,0.51,Very Good,J,VS2,61.9,61,984,5.09,5.12,3.16,82.352128,,,,
37444,0.51,Premium,I,SI1,62.7,59,984,5.06,5.09,3.18,81.902172,,,,
37501,0.5,Ideal,J,VS1,63,56,984,5.08,5.05,3.19,81.83626,,,,
37447,0.5,Very Good,H,SI1,63.1,55,984,5.09,5.02,3.19,81.510242,,,,
37507,0.5,Good,F,SI2,57.7,62,984,5.22,5.18,3,81.1188,,,,
37506,0.46,Fair,F,SI1,66.3,56,984,4.86,4.79,3.2,74.49408,,,,
37464,0.42,Premium,G,VS1,60.6,58,984,4.95,4.82,2.96,70.62264,,,,
37468,0.42,Ideal,G,VS1,62.7,54,984,4.83,4.8,3.02,70.01568,,,,
37472,0.42,Ideal,G,VS1,62.5,54,984,4.84,4.79,3.01,69.782636,,,,
37465,0.42,Ideal,G,VS1,61.4,56,984,4.85,4.82,2.97,69.42969,,,,
37463,0.42,Ideal,G,VS1,61.2,54,984,4.86,4.82,2.96,69.338592,,,,
37459,0.42,Premium,H,VVS2,62.4,57,984,4.83,4.78,3,69.2622,,,,
37466,0.42,Ideal,G,VS1,61.8,56,984,4.84,4.8,2.98,69.23136,,,,
37462,0.42,Premium,G,VS1,59.4,59,984,4.9,4.86,2.9,69.0606,,,,
37504,0.43,Good,F,SI1,63.7,57,984,4.79,4.73,3.04,68.876368,,,,
37469,0.42,Ideal,G,VS1,62,55,984,4.83,4.78,2.98,68.800452,,,,
37458,0.42,Premium,H,VVS2,62.4,55,984,4.81,4.78,2.99,68.745482,,,,
37461,0.42,Ideal,H,VVS2,62.4,56,984,4.8,4.78,2.99,68.60256,,,,
37475,0.42,Premium,G,VS1,62.4,59,984,4.8,4.78,2.99,68.60256,,,,
37470,0.42,Ideal,G,VS1,61.8,57,984,4.82,4.79,2.97,68.570766,,,,
37467,0.42,Premium,G,VS1,60.9,58,984,4.84,4.81,2.94,68.444376,,,,
37476,0.42,Ideal,G,VS1,61.9,56,984,4.82,4.77,2.97,68.284458,,,,
37460,0.42,Ideal,H,VVS2,62.9,56,984,4.79,4.75,3,68.2575,,,,
37473,0.42,Premium,G,VS1,60.8,59,984,4.85,4.79,2.93,68.068295,,,,
37505,0.41,Premium,H,SI1,61.8,59,984,4.81,4.77,2.96,67.913352,,,,
37474,0.42,Ideal,G,VS1,61.3,57,984,4.81,4.78,2.94,67.595892,,,,
37471,0.42,Premium,G,VS1,60.5,59,984,4.83,4.79,2.91,67.324887,,,,
37503,0.43,Fair,H,SI1,62.7,66,984,4.78,4.72,2.98,67.233568,,,,
37477,0.42,Premium,G,VS1,62.5,59,984,4.79,4.72,2.97,67.148136,,,,
37483,0.35,Ideal,E,VS2,61.7,55,984,4.57,4.54,2.81,58.301318,,,,
37456,0.35,Ideal,E,VS2,62.4,57,984,4.55,4.52,2.83,58.20178,,,,
37500,0.35,Premium,F,VS1,60.5,58,984,4.59,4.57,2.77,58.104351,,,,
37452,0.35,Premium,E,VS2,59.5,58,984,4.62,4.59,2.74,58.103892,,,,
37485,0.35,Premium,E,VS2,59.2,58,984,4.63,4.59,2.73,58.017141,,,,
37479,0.35,Ideal,H,IF,60.5,56,984,4.59,4.56,2.77,57.977208,,,,
37486,0.35,Premium,E,VS2,58.9,59,984,4.64,4.59,2.72,57.929472,,,,
37495,0.35,Premium,E,VS2,61.6,58,984,4.57,4.52,2.8,57.83792,,,,
37481,0.35,Premium,G,VVS1,59.3,61,984,4.62,4.58,2.73,57.765708,,,,
37484,0.35,Premium,E,VS2,60.7,60,984,4.58,4.55,2.77,57.72403,,,,
37478,0.35,Ideal,H,IF,61.7,56,984,4.55,4.53,2.8,57.7122,,,,
37494,0.35,Ideal,E,VS2,61.7,56,984,4.56,4.52,2.8,57.71136,,,,
37492,0.35,Ideal,E,VS2,62,55,984,4.54,4.52,2.81,57.663448,,,,
37457,0.35,Ideal,E,VS2,62,57,984,4.55,4.51,2.81,57.662605,,,,
37454,0.35,Premium,F,VS1,60.7,58,984,4.58,4.54,2.77,57.597164,,,,
37490,0.35,Ideal,E,VS2,62.1,56,984,4.53,4.52,2.81,57.536436,,,,
37493,0.35,Ideal,E,VS2,61.5,55,984,4.56,4.52,2.79,57.505248,,,,
37453,0.35,Ideal,E,VS2,62.2,56,984,4.53,4.51,2.81,57.409143,,,,
37489,0.35,Ideal,E,VS2,62.5,55,984,4.52,4.5,2.82,57.3588,,,,
37482,0.35,Premium,E,VS2,60.9,59,984,4.56,4.54,2.77,57.345648,,,,
37480,0.35,Ideal,H,IF,61.9,55,984,4.54,4.51,2.8,57.33112,,,,
37491,0.35,Ideal,E,VS2,61.6,56,984,4.54,4.52,2.79,57.253032,,,,
37488,0.35,Ideal,E,VS2,61.6,55,984,4.54,4.49,2.78,56.669188,,,,
37455,0.35,Premium,E,VS2,60.4,60,984,4.55,4.52,2.74,56.35084,,,,
37429,0.34,Premium,D,VVS2,60.1,58,984,4.53,4.55,2.73,56.269395,,,,
37432,0.33,Ideal,G,IF,61.6,55,984,4.48,4.51,2.77,55.967296,,,,
37487,0.35,Premium,E,VS2,62.1,59,984,4.49,4.46,2.78,55.670612,,,,
37435,0.33,Ideal,E,VVS1,61.7,56,984,4.46,4.48,2.76,55.147008,,,,
37425,0.33,Ideal,E,VVS1,61.5,56,984,4.46,4.49,2.75,55.06985,,,,
37423,0.33,Ideal,G,IF,61.8,55,984,4.45,4.48,2.76,55.02336,,,,
37421,0.33,Ideal,E,VVS1,61.2,56,984,4.45,4.51,2.74,54.99043,,,,
37450,0.34,Ideal,G,IF,62.2,56,984,4.45,4.46,2.77,54.97619,,,,
37434,0.33,Good,G,IF,57.9,60,984,4.55,4.57,2.64,54.89484,,,,
37427,0.33,Ideal,G,IF,61.6,56,984,4.45,4.48,2.75,54.824,,,,
37437,0.33,Ideal,G,IF,61.7,55,984,4.45,4.47,2.75,54.701625,,,,
37438,0.33,Premium,E,VVS1,59.7,58,984,4.49,4.52,2.69,54.593012,,,,
37431,0.33,Premium,E,VVS1,60.1,58,984,4.47,4.51,2.7,54.43119,,,,
37436,0.33,Ideal,G,IF,62.2,56,984,4.43,4.45,2.76,54.40926,,,,
37422,0.33,Ideal,E,VVS1,61.5,57,984,4.44,4.47,2.74,54.380232,,,,
37428,0.33,Ideal,E,VVS1,60.9,56,984,4.46,4.48,2.72,54.347776,,,,
37441,0.33,Ideal,E,VVS1,60.2,57,984,4.47,4.5,2.7,54.3105,,,,
37430,0.33,Ideal,G,IF,61.6,53,984,4.43,4.47,2.74,54.257754,,,,
37442,0.33,Ideal,G,IF,61.9,54,984,4.42,4.46,2.75,54.2113,,,,
37440,0.33,Ideal,E,VVS1,61.7,56,984,4.42,4.46,2.74,54.014168,,,,
37451,0.32,Ideal,F,IF,61.1,55,984,4.47,4.44,2.72,53.983296,,,,
37439,0.33,Ideal,G,IF,62.1,56,984,4.41,4.44,2.75,53.8461,,,,
37426,0.33,Ideal,G,IF,61.3,57,984,4.42,4.46,2.72,53.619904,,,,
37433,0.33,Premium,G,IF,60.8,58,984,4.42,4.46,2.7,53.22564,,,,
37424,0.33,Ideal,E,VVS1,61.8,57,984,4.4,4.43,2.73,53.21316,,,,
37448,0.31,Ideal,D,VVS1,60.4,56,984,4.38,4.43,2.66,51.613044,,,,
37502,0.3,Premium,E,IF,61.9,61,984,4.32,4.27,2.66,49.067424,,,,
37449,0.3,Ideal,G,VS2,61.9,57,984,4.26,4.3,2.65,48.5427,,,,
37405,0.51,Ideal,H,SI2,61.8,53,983,5.14,5.18,3.19,84.934388,,,,
37407,0.51,Ideal,H,SI2,61.9,54,983,5.13,5.15,3.18,84.01401,,,,
37406,0.51,Ideal,H,SI2,62.5,55,983,5.1,5.14,3.2,83.8848,,,,
37399,0.5,Very Good,G,SI2,58.6,61,983,5.16,5.21,3.04,81.726144,,,,
37418,0.47,Ideal,J,SI1,60.6,54,983,5.04,5,3.09,77.868,,,,
37401,0.46,Ideal,H,VS1,62.3,53,983,4.96,4.99,3.1,76.72624,,,,
37408,0.46,Ideal,F,SI1,61.6,54,983,4.97,5,3.07,76.2895,,,,
37420,0.39,Ideal,H,VS2,60.6,55,983,4.81,4.76,2.9,66.39724,,,,
37409,0.38,Premium,G,VS2,59.9,58,983,4.77,4.72,2.84,63.940896,,,,
37402,0.38,Ideal,D,VS1,61.8,54,983,4.67,4.71,2.9,63.78753,,,,
37404,0.38,Ideal,D,VS1,61.9,53.5,983,4.66,4.69,2.9,63.38066,,,,
37403,0.38,Ideal,D,VS1,62.3,54,983,4.64,4.7,2.9,63.2432,,,,
37411,0.38,Premium,H,VS1,61.6,58,983,4.7,4.65,2.88,62.9424,,,,
37413,0.38,Premium,G,VS2,59.3,59,983,4.74,4.71,2.8,62.51112,,,,
37410,0.38,Ideal,I,VVS2,62.6,54,983,4.65,4.62,2.9,62.3007,,,,
37414,0.38,Premium,G,VS2,60.4,57,983,4.7,4.67,2.83,62.11567,,,,
37412,0.38,Premium,G,VS2,59.2,60,983,4.73,4.7,2.79,62.02449,,,,
37415,0.38,Ideal,G,VS2,62.2,56,983,4.64,4.62,2.88,61.737984,,,,
37400,0.37,Ideal,D,VVS2,60.5,57,983,4.65,4.68,2.82,61.36884,,,,
37417,0.38,Premium,G,VS2,60.8,61,983,4.66,4.65,2.83,61.32327,,,,
37416,0.38,Premium,G,VS2,60.1,61,983,4.66,4.63,2.79,60.196482,,,,
37419,0.36,Premium,F,VVS2,62.7,58,983,4.55,4.51,2.84,58.27822,,,,
37398,0.32,Very Good,D,VVS1,61.9,54,983,4.42,4.46,2.75,54.2113,,,,
37390,0.55,Ideal,J,SI1,61.2,55,982,5.29,5.3,3.24,90.83988,,,,
37393,0.5,Ideal,I,SI1,62,55,982,5.09,5.14,3.17,82.935442,,,,
37391,0.5,Ideal,I,SI1,62,55,982,5.08,5.11,3.16,82.029808,,,,
37392,0.5,Ideal,I,SI1,61.9,58,982,5.06,5.09,3.14,80.871956,,,,
37396,0.46,Fair,F,VS2,66,58,982,4.9,4.76,3.19,74.40356,,,,
37394,0.41,Good,E,VS2,61.1,61,982,4.77,4.82,2.93,67.364802,,,,
37381,0.4,Ideal,F,VS1,62.7,55,982,4.74,4.76,2.98,67.235952,,,,
37351,0.4,Very Good,D,VS2,59.1,57,982,4.81,4.87,2.86,66.994642,,,,
37374,0.4,Premium,F,VS1,60.3,60,982,4.77,4.81,2.89,66.307293,,,,
37388,0.4,Ideal,D,VS2,61.3,56,982,4.74,4.79,2.92,66.297432,,,,
37375,0.4,Ideal,D,VS2,61.3,57,982,4.75,4.77,2.92,66.1599,,,,
37387,0.4,Ideal,D,VS2,62.3,57,982,4.72,4.75,2.95,66.139,,,,
37386,0.4,Ideal,F,VS1,61.1,56,982,4.75,4.78,2.91,66.07155,,,,
37364,0.4,Premium,F,VS1,60.5,60,982,4.76,4.8,2.89,66.03072,,,,
37376,0.4,Premium,D,VS2,60.5,59,982,4.76,4.8,2.89,66.03072,,,,
37370,0.4,Ideal,G,VVS2,62.4,56,982,4.72,4.74,2.95,65.99976,,,,
37350,0.4,Very Good,G,VVS2,58.9,58,982,4.8,4.84,2.84,65.97888,,,,
37366,0.4,Premium,D,VS2,61.7,59,982,4.73,4.76,2.93,65.968364,,,,
37389,0.4,Premium,G,VVS2,61.7,59,982,4.73,4.76,2.93,65.968364,,,,
37348,0.4,Very Good,F,VVS2,60.5,57,982,4.76,4.79,2.89,65.893156,,,,
37384,0.4,Ideal,I,IF,62.2,56,982,4.71,4.75,2.94,65.77515,,,,
37360,0.4,Premium,G,VVS2,59.7,58,982,4.78,4.8,2.86,65.61984,,,,
37356,0.4,Ideal,D,VS2,61.6,57,982,4.71,4.77,2.92,65.602764,,,,
37361,0.4,Ideal,F,VS1,61.3,56,982,4.73,4.76,2.91,65.518068,,,,
37383,0.4,Premium,D,VS2,61.7,59,982,4.72,4.75,2.92,65.4664,,,,
37363,0.4,Premium,G,VVS2,61.1,58,982,4.74,4.76,2.9,65.43096,,,,
37373,0.4,Premium,F,VS1,61.4,58,982,4.73,4.75,2.91,65.380425,,,,
37378,0.4,Premium,F,VS1,61.4,58,982,4.73,4.75,2.91,65.380425,,,,
37377,0.4,Ideal,I,IF,62.4,56,982,4.7,4.73,2.94,65.35914,,,,
37367,0.4,Premium,G,VVS2,62.7,59,982,4.69,4.72,2.95,65.30356,,,,
37379,0.4,Very Good,F,VS1,61.5,59,982,4.71,4.76,2.91,65.241036,,,,
37365,0.4,Premium,D,VS2,62.4,59,982,4.7,4.72,2.94,65.22096,,,,
37382,0.4,Very Good,D,VS2,62.8,57,982,4.68,4.72,2.95,65.16432,,,,
37353,0.4,Ideal,D,VS2,61.5,55,982,4.71,4.75,2.91,65.103975,,,,
37354,0.4,Very Good,F,VS1,62.5,57,982,4.69,4.72,2.94,65.082192,,,,
37368,0.4,Premium,F,VS1,62.6,58,982,4.68,4.72,2.94,64.943424,,,,
37372,0.4,Premium,F,VS1,60.4,59,982,4.75,4.76,2.87,64.8907,,,,
37369,0.4,Very Good,F,VS1,60.4,61,982,4.74,4.77,2.87,64.890126,,,,
37352,0.4,Very Good,F,VS1,62.9,58,982,4.67,4.71,2.95,64.887315,,,,
37349,0.4,Premium,G,VVS2,62,58,982,4.68,4.74,2.92,64.774944,,,,
37385,0.4,Ideal,D,VS2,60.4,56,982,4.73,4.77,2.87,64.753227,,,,
37359,0.4,Premium,F,VS1,61.1,59,982,4.71,4.75,2.89,64.656525,,,,
37371,0.4,Premium,D,VS2,62.5,59,982,4.66,4.72,2.93,64.445936,,,,
37357,0.4,Premium,F,VS1,62.4,59,982,4.67,4.69,2.92,63.954716,,,,
37362,0.4,Premium,F,VS1,62.5,59,982,4.66,4.69,2.92,63.817768,,,,
37358,0.4,Very Good,G,VVS2,62.5,60,982,4.65,4.7,2.92,63.8166,,,,
37355,0.4,Premium,F,VS1,61.9,59,982,4.67,4.7,2.9,63.6521,,,,
37380,0.4,Ideal,G,VVS2,62.4,56,982,4.64,4.68,2.91,63.191232,,,,
37397,0.39,Good,G,VS2,63.8,59,982,4.66,4.59,2.95,63.09873,,,,
37344,0.31,Ideal,D,VVS2,61.9,56,982,4.39,4.37,2.71,51.989453,,,,
37343,0.31,Ideal,D,VVS2,62.4,56,982,4.38,4.34,2.72,51.705024,,,,
37346,0.31,Premium,F,VVS1,59.4,58,982,4.45,4.41,2.63,51.612435,,,,
37345,0.31,Ideal,D,VVS2,62,56,982,4.37,4.34,2.7,51.20766,,,,
37342,0.31,Ideal,D,VVS2,61.6,56,982,4.38,4.34,2.69,51.134748,,,,
37395,0.3,Ideal,E,VVS1,61.1,56,982,4.38,4.36,2.67,50.988456,,,,
37347,0.31,Ideal,D,VVS2,61.9,57,982,4.35,4.31,2.68,50.24598,,,,
37334,0.43,Ideal,E,VS1,61.2,56,981,4.89,4.94,3.01,72.711366,,,,
37336,0.43,Ideal,E,VS2,61.9,56,981,4.85,4.88,3.01,71.24068,,,,
37333,0.43,Ideal,E,VS2,62.1,56,981,4.83,4.87,3.01,70.801521,,,,
37335,0.43,Very Good,E,VS2,62.8,56,981,4.79,4.86,3.03,70.536582,,,,
37339,0.43,Ideal,E,VS2,62,57,981,4.82,4.85,3,70.131,,,,
37338,0.43,Ideal,E,VS2,62.2,57,981,4.8,4.84,3,69.696,,,,
37337,0.43,Premium,E,VS2,61.6,59,981,4.81,4.84,2.97,69.142788,,,,
37340,0.4,Good,E,VVS2,57.7,62,981,4.82,4.88,2.8,65.86048,,,,
37341,0.41,Good,E,VS2,63.1,64,981,4.66,4.63,2.93,63.217094,,,,
37332,0.33,Very Good,E,VVS2,60.1,63,981,4.45,4.5,2.69,53.86725,,,,
37327,0.49,Premium,F,SI2,60.8,60,980,5.12,5.04,3.09,79.736832,,,,
37330,0.45,Fair,E,VS2,66.9,60,980,4.78,4.71,3.18,71.593884,,,,
37325,0.4,Very Good,E,VS1,60.3,58,980,4.8,4.82,2.9,67.0944,,,,
37328,0.4,Premium,G,VVS2,61.3,59,980,4.78,4.74,2.92,66.159024,,,,
37329,0.4,Ideal,G,VS2,62.8,54,980,4.7,4.67,2.94,64.53006,,,,
37326,0.36,Ideal,H,IF,60.6,56,980,4.64,4.66,2.82,60.975168,,,,
37331,0.33,Very Good,F,VVS1,63.3,57,980,4.44,4.38,2.79,54.257688,,,,
37323,0.5,Good,D,SI2,63.7,60,979,5.09,5.02,3.22,82.276796,,,,
37318,0.46,Ideal,G,SI1,61.5,55,979,4.98,5.01,3.07,76.595886,,,,
37317,0.39,Ideal,D,VS1,61.8,57,979,4.68,4.7,2.9,63.7884,,,,
37314,0.38,Ideal,G,VVS1,59.7,60,979,4.71,4.74,2.82,62.957628,,,,
37315,0.38,Ideal,E,VS1,62.6,53.5,979,4.61,4.66,2.9,62.29954,,,,
37316,0.38,Ideal,E,VS1,61.9,55.2,979,4.62,4.65,2.87,61.65621,,,,
37320,0.35,Ideal,G,IF,60.2,55,979,4.63,4.64,2.79,59.938128,,,,
37321,0.35,Ideal,G,IF,61.2,57,979,4.54,4.57,2.79,57.886362,,,,
37319,0.35,Ideal,G,IF,62.6,57,979,4.51,4.53,2.82,57.613446,,,,
37313,0.31,Ideal,E,VVS2,60.9,56,979,4.39,4.41,2.68,51.884532,,,,
37322,0.32,Premium,H,IF,61.8,58,979,4.39,4.35,2.7,51.56055,,,,
37312,0.31,Ideal,E,VVS2,61.2,56,979,4.37,4.39,2.68,51.413924,,,,
37310,0.31,Ideal,F,IF,62.1,55,979,4.34,4.35,2.7,50.9733,,,,
37307,0.31,Ideal,F,IF,62.1,56,979,4.33,4.36,2.7,50.97276,,,,
37308,0.31,Ideal,F,IF,61.8,54,979,4.33,4.37,2.69,50.900449,,,,
37306,0.31,Ideal,F,IF,62,56,979,4.32,4.36,2.69,50.666688,,,,
37309,0.31,Ideal,F,IF,62.2,56,979,4.31,4.34,2.69,50.317526,,,,
37311,0.31,Premium,F,IF,61.5,58,979,4.33,4.35,2.67,50.290785,,,,
37305,0.3,Ideal,E,VVS1,62.5,54,979,4.32,4.29,2.69,49.853232,,,,
37324,0.3,Premium,D,VS1,61.6,57,979,4.33,4.3,2.66,49.52654,,,,
37304,0.7,Fair,G,I1,68.3,56,978,5.52,5.4,3.73,111.18384,,,,
37301,0.54,Ideal,J,SI2,61.3,58,978,5.24,5.27,3.22,88.919656,,,,
37295,0.52,Good,I,SI1,63.3,55,978,5.1,5.13,3.24,84.76812,,,,
37293,0.52,Good,I,SI1,63.6,60,978,5.05,5.1,3.23,83.18865,,,,
37294,0.52,Very Good,I,SI1,62.5,59,978,5.06,5.12,3.18,82.384896,,,,
37303,0.5,Premium,G,SI2,60.7,57,978,5.15,5.07,3.1,80.94255,,,,
37296,0.45,Ideal,J,VVS1,61.9,56,978,4.93,4.95,3.06,74.67471,,,,
37297,0.39,Ideal,G,VVS1,62,56,978,4.66,4.7,2.9,63.5158,,,,
37298,0.38,Ideal,F,VS1,62.5,56,978,4.6,4.62,2.88,61.20576,,,,
37300,0.33,Ideal,D,VS1,61,56,978,4.49,4.52,2.75,55.8107,,,,
37299,0.33,Ideal,D,VS1,61.2,55,978,4.48,4.51,2.75,55.5632,,,,
37302,0.33,Ideal,F,IF,61.8,56,978,4.42,4.46,2.74,54.014168,,,,
37249,0.51,Very Good,J,SI1,63.2,56,977,5.06,5.1,3.21,82.83726,,,,
37251,0.4,Very Good,D,VVS2,58.4,60,977,4.81,4.84,2.82,65.650728,,,,
37250,0.4,Very Good,D,VVS2,59.4,61,977,4.77,4.82,2.85,65.52549,,,,
37252,0.4,Ideal,G,VVS1,61.3,56,977,4.74,4.75,2.91,65.51865,,,,
37253,0.32,Ideal,D,VS1,61.2,55,977,4.41,4.45,2.71,53.182395,,,,
37291,0.32,Good,F,VVS1,63.8,54,977,4.38,4.31,2.77,52.291506,,,,
37259,0.31,Premium,H,IF,60.4,58,977,4.43,4.41,2.67,52.161921,,,,
37260,0.31,Premium,F,IF,61.9,58,977,4.39,4.36,2.71,51.870484,,,,
37256,0.31,Ideal,H,IF,60.8,57,977,4.4,4.38,2.67,51.45624,,,,
37254,0.31,Ideal,F,VVS2,61.2,56,977,4.39,4.37,2.68,51.413924,,,,
37255,0.31,Ideal,F,VVS2,62.4,55,977,4.36,4.33,2.71,51.161548,,,,
37257,0.31,Premium,G,VVS1,58,62,977,4.47,4.42,2.58,50.974092,,,,
37258,0.31,Ideal,G,VVS1,62.8,57,977,4.33,4.3,2.71,50.45749,,,,
37292,0.31,Premium,G,VVS1,59.8,62,977,4.41,4.35,2.62,50.26077,,,,
37245,0.43,Very Good,G,VVS2,60.2,56,976,4.95,4.97,2.99,73.558485,,,,
37244,0.43,Very Good,G,VVS2,61.7,56,976,4.84,4.88,2.99,70.621408,,,,
37246,0.41,Very Good,G,VS1,60.6,56,976,4.83,4.87,2.94,69.154974,,,,
37248,0.43,Good,D,VS2,59.9,61,976,4.84,4.88,2.91,68.731872,,,,
37247,0.3,Ideal,G,VVS1,61.9,55,976,4.32,4.34,2.68,50.246784,,,,
37220,0.52,Fair,F,SI2,56.3,59,975,5.41,5.35,3.03,87.698805,,,,
37241,0.52,Premium,H,SI2,60.9,61,975,5.15,5.1,3.12,81.9468,,,,
37242,0.5,Good,F,SI1,64.3,57,975,5.03,4.94,3.21,79.762722,,,,
37223,0.43,Ideal,F,SI1,62.5,56,975,4.84,4.82,3.02,70.452976,,,,
37224,0.43,Ideal,E,SI1,62.6,56,975,4.82,4.79,3.01,69.494278,,,,
37230,0.4,Ideal,E,VS2,62.9,55,975,4.74,4.73,2.98,66.812196,,,,
37243,0.39,Premium,E,VS2,59.7,59,975,4.83,4.79,2.87,66.399459,,,,
37240,0.4,Ideal,F,VS2,61.9,55,975,4.77,4.73,2.94,66.332574,,,,
37231,0.4,Ideal,E,VS2,62.9,55,975,4.73,4.72,2.97,66.307032,,,,
37229,0.4,Ideal,E,VS2,62.3,56,975,4.75,4.72,2.95,66.139,,,,
37225,0.4,Ideal,E,VS2,61.1,56,975,4.77,4.75,2.91,65.933325,,,,
37234,0.4,Ideal,E,VS2,62.4,55,975,4.74,4.71,2.95,65.85993,,,,
37235,0.4,Ideal,E,VS2,62.4,56,975,4.74,4.71,2.95,65.85993,,,,
37227,0.4,Ideal,E,VS2,62.2,56,975,4.74,4.72,2.94,65.776032,,,,
37228,0.4,Premium,E,VS2,61.9,59,975,4.75,4.72,2.93,65.6906,,,,
37233,0.4,Premium,E,VS2,62.2,59,975,4.74,4.71,2.94,65.636676,,,,
37236,0.4,Ideal,E,VS2,62.6,57,975,4.73,4.7,2.95,65.58145,,,,
