carat,cut,color,clarity,depth,table,price,x,y,z,volume
0.4,Ideal,G,VS2,60.5,57,1003,4.74,4.8,2.89,65.75328
0.41,Good,D,SI1,63.1,59,791,4.7,4.71,2.97,65.74689
0.41,Very Good,D,SI1,63.1,59,1015,4.71,4.7,2.97,65.74689
0.41,Good,D,SI1,63.1,57,717,4.68,4.73,2.97,65.745108
0.41,Very Good,D,SI1,63.1,57,920,4.73,4.68,2.97,65.745108
0.41,Very Good,G,VVS1,63.1,57,945,4.68,4.73,2.97,65.745108
0.4,Ideal,J,VS1,61.5,58,633,4.73,4.76,2.92,65.743216
0.4,Premium,E,VS1,61.5,58,800,4.73,4.76,2.92,65.743216
0.4,Ideal,H,VVS2,61.4,55.7,905,4.72,4.77,2.92,65.742048
0.4,Good,H,VS2,63.1,62,717,4.75,4.66,2.97,65.74095
0.4,Very Good,H,VS2,63.1,62,895,4.75,4.66,2.97,65.74095
0.4,Ideal,D,SI1,62.5,55,741,4.71,4.73,2.95,65.720985
0.4,Ideal,D,SI1,62.5,55,950,4.73,4.71,2.95,65.720985
0.4,Ideal,E,SI1,62.5,57,707,4.7,4.74,2.95,65.7201
0.4,Ideal,J,IF,62.5,56,758,4.7,4.74,2.95,65.7201
0.4,Ideal,E,SI1,62.5,57,907,4.74,4.7,2.95,65.7201
0.39,Ideal,E,IF,62.5,57,1248,4.7,4.74,2.95,65.7201
0.4,Very Good,E,VVS1,60,58,1217,4.77,4.8,2.87,65.71152
0.39,Very Good,E,VS2,60,56,808,4.76,4.81,2.87,65.710372
0.4,Premium,E,SI1,60.9,60,737,4.75,4.77,2.9,65.70675
0.4,Premium,E,SI1,60.9,60,945,4.77,4.75,2.9,65.70675
0.4,Premium,G,VS1,60,57,1035,4.83,4.74,2.87,65.706354
0.4,Premium,D,SI1,60.9,60,689,4.74,4.78,2.9,65.70588
0.39,Ideal,G,SI2,60.9,56,716,4.78,4.74,2.9,65.70588
0.41,Ideal,F,VS2,60.9,57,863,4.74,4.78,2.9,65.70588
0.4,Premium,D,SI1,60.9,60,884,4.78,4.74,2.9,65.70588
0.41,Ideal,F,VS2,60.9,57,1107,4.78,4.74,2.9,65.70588
0.4,Ideal,D,VVS2,60.9,57,1353,4.74,4.78,2.9,65.70588
0.4,Good,F,VS2,64.1,56,723,4.65,4.71,3,65.7045
0.41,Good,H,VS2,64.1,57,729,4.72,4.64,3,65.7024
0.41,Good,H,VS2,64.1,57,917,4.72,4.64,3,65.7024
0.4,Ideal,I,VS1,61.9,57,736,4.73,4.74,2.93,65.691186
0.4,Ideal,E,VS2,61.9,54,1020,4.74,4.73,2.93,65.691186
0.4,Premium,E,VS2,61.9,59,912,4.72,4.75,2.93,65.6906
0.4,Ideal,G,VVS2,61.9,55,931,4.72,4.75,2.93,65.6906
0.4,Premium,E,VS2,61.9,59,975,4.75,4.72,2.93,65.6906
0.4,Ideal,H,IF,61.9,56,1153,4.72,4.75,2.93,65.6906
0.4,Ideal,F,SI1,61.9,57,694,4.71,4.76,2.93,65.689428
0.39,Ideal,H,VS1,61.9,57,740,4.71,4.76,2.93,65.689428
0.4,Good,J,VS1,63.5,56,589,4.69,4.7,2.98,65.68814
0.4,Very Good,J,VS1,63.5,56,756,4.7,4.69,2.98,65.68814
0.41,Very Good,H,VS1,63.5,56,1061,4.7,4.69,2.98,65.68814
0.4,Good,F,IF,63.5,58,1404,4.69,4.7,2.98,65.68814
0.4,Good,E,SI2,63.5,56,622,4.68,4.71,2.98,65.687544
0.4,Very Good,E,SI2,63.5,56,798,4.71,4.68,2.98,65.687544
0.4,Good,D,SI1,63.5,55,720,4.67,4.72,2.98,65.686352
0.4,Good,E,SI1,63.5,56,737,4.67,4.72,2.98,65.686352
0.4,Very Good,D,SI1,63.5,55,924,4.72,4.67,2.98,65.686352
0.41,Very Good,E,SI1,63.3,57,953,4.72,4.67,2.98,65.686352
0.41,Premium,G,SI1,60.3,59,719,4.76,4.79,2.88,65.665152
0.41,Premium,G,SI1,60.3,59,923,4.79,4.76,2.88,65.665152
0.4,Ideal,I,IF,62.8,54,1053,4.7,4.72,2.96,65.66464
0.41,Very Good,E,VS1,62.8,58,1079,4.7,4.72,2.96,65.66464
0.41,Premium,E,VS1,62.8,58,1153,4.72,4.7,2.96,65.66464
0.41,Premium,E,SI1,60.4,59,775,4.8,4.75,2.88,65.664
0.41,Very Good,E,SI2,62.8,58,638,4.69,4.73,2.96,65.663752
0.41,Very Good,F,SI1,62.8,57,755,4.69,4.73,2.96,65.663752
0.41,Premium,E,SI2,62.8,58,818,4.73,4.69,2.96,65.663752
0.41,Very Good,F,VS2,62.8,58,863,4.69,4.73,2.96,65.663752
0.41,Ideal,F,SI1,62.8,57,969,4.73,4.69,2.96,65.663752
0.4,Very Good,F,VVS2,62.8,56,1088,4.69,4.73,2.96,65.663752
0.41,Premium,F,VS2,62.8,58,1107,4.73,4.69,2.96,65.663752
0.4,Ideal,F,VVS2,62.8,56,1163,4.73,4.69,2.96,65.663752
0.4,Very Good,E,VS2,59.4,58,770,4.78,4.82,2.85,65.66286
0.4,Very Good,D,VS1,59.4,60,952,4.77,4.83,2.85,65.661435
0.39,Ideal,F,SI1,61.3,56,707,4.73,4.77,2.91,65.655711
0.39,Ideal,G,SI1,61.3,54,748,4.73,4.77,2.91,65.655711
0.39,Ideal,F,VVS2,61.3,56,988,4.73,4.77,2.91,65.655711
0.4,Premium,E,IF,61.3,58,1580,4.77,4.73,2.91,65.655711
0.4,Very Good,E,SI1,62.2,56,694,4.71,4.74,2.94,65.636676
0.4,Premium,E,SI1,62.2,58,737,4.71,4.74,2.94,65.636676
0.4,Good,F,VS2,62.2,61,784,4.71,4.74,2.94,65.636676
0.41,Ideal,G,VS2,62.2,57,827,4.71,4.74,2.94,65.636676
0.41,Very Good,H,VVS2,62.2,58,899,4.71,4.74,2.94,65.636676
0.4,Premium,E,VS2,62.2,59,912,4.71,4.74,2.94,65.636676
0.4,Premium,E,SI1,62.2,58,945,4.74,4.71,2.94,65.636676
0.41,Premium,H,VVS2,62.2,58,961,4.74,4.71,2.94,65.636676
0.4,Premium,E,VS2,62.2,59,975,4.74,4.71,2.94,65.636676
0.4,Ideal,D,VS1,62.2,57,1043,4.71,4.74,2.94,65.636676
0.41,Ideal,G,VS2,62.2,57,1061,4.74,4.71,2.94,65.636676
0.39,Ideal,F,VVS1,62.2,54,1124,4.71,4.74,2.94,65.636676
0.4,Ideal,F,VVS1,62.2,56,1186,4.71,4.74,2.94,65.636676
0.4,Ideal,J,SI1,62.2,57,552,4.71,4.74,2.94,65.636676
0.4,Ideal,H,VVS2,62.2,56,877,4.7,4.75,2.94,65.6355
0.4,Ideal,H,VVS1,62.2,55,1017,4.7,4.75,2.94,65.6355
0.4,Ideal,H,VVS1,62.2,55,1088,4.75,4.7,2.94,65.6355
0.4,Ideal,H,VVS2,62.2,56,1125,4.75,4.7,2.94,65.6355
0.4,Good,H,SI2,63.8,57,561,4.67,4.7,2.99,65.62751
0.41,Good,I,SI1,63.8,57,611,4.67,4.7,2.99,65.62751
0.4,Good,H,SI2,63.8,57,720,4.7,4.67,2.99,65.62751
0.41,Good,I,SI1,63.8,57,784,4.7,4.67,2.99,65.62751
0.41,Very Good,E,VVS2,63.8,58,1019,4.67,4.7,2.99,65.62751
0.4,Very Good,E,VS2,63.8,55,791,4.66,4.71,2.99,65.626314
0.4,Premium,G,VVS2,59.7,58,982,4.78,4.8,2.86,65.61984
0.4,Premium,G,VVS2,59.7,58,1050,4.8,4.78,2.86,65.61984
0.39,Ideal,G,VVS2,60.7,55,902,4.75,4.78,2.89,65.61745
0.41,Very Good,G,VVS2,63.3,59,1051,4.69,4.71,2.97,65.607003
0.4,Good,I,SI1,63.2,55,596,4.68,4.72,2.97,65.606112
0.41,Good,E,SI2,63.2,58,638,4.68,4.72,2.97,65.606112
0.41,Good,E,SI1,63.2,58,705,4.68,4.72,2.97,65.606112
0.41,Good,F,SI1,63.2,59,755,4.68,4.72,2.97,65.606112
0.4,Very Good,I,SI1,63.2,55,765,4.72,4.68,2.97,65.606112
0.41,Very Good,E,SI2,63.2,58,818,4.72,4.68,2.97,65.606112
0.41,Very Good,E,SI1,63.2,58,904,4.72,4.68,2.97,65.606112
0.41,Very Good,F,SI1,63.2,59,969,4.72,4.68,2.97,65.606112
0.4,Ideal,F,SI2,61.6,55,619,4.73,4.75,2.92,65.6051
0.39,Ideal,E,VVS2,61.7,56,1056,4.73,4.75,2.92,65.6051
0.4,Ideal,E,VS2,61.6,57,1092,4.73,4.75,2.92,65.6051
0.4,Ideal,H,SI2,61.6,56,516,4.73,4.75,2.92,65.6051
0.4,Ideal,F,SI1,61.6,55,703,4.72,4.76,2.92,65.604224
0.4,Ideal,D,VS2,61.6,57,982,4.71,4.77,2.92,65.602764
0.4,Ideal,D,VS2,61.6,57,1050,4.77,4.71,2.92,65.602764
0.4,Ideal,F,VS2,62.6,56,790,4.71,4.72,2.95,65.58204
0.4,Ideal,E,VS2,62.6,57,912,4.7,4.73,2.95,65.58145
0.4,Ideal,E,VS2,62.6,57,975,4.73,4.7,2.95,65.58145
0.4,Ideal,E,VVS1,62.6,56,1333,4.7,4.73,2.95,65.58145
0.4,Ideal,E,VVS1,62.6,56,1397,4.73,4.7,2.95,65.58145
0.4,Ideal,G,VS2,62.6,56,804,4.69,4.74,2.95,65.58027
0.4,Ideal,G,VVS2,62.6,57,931,4.68,4.75,2.95,65.5785
0.39,Ideal,D,VVS2,60,56,1018,4.77,4.79,2.87,65.574621
0.39,Ideal,D,VVS2,60,56,1088,4.79,4.77,2.87,65.574621
0.39,Very Good,E,VS1,60,59,900,4.76,4.8,2.87,65.57376
0.39,Ideal,E,SI2,61,55,614,4.74,4.77,2.9,65.56842
0.41,Very Good,E,SI1,61,61,725,4.74,4.77,2.9,65.56842
0.41,Premium,E,SI1,61,61,930,4.77,4.74,2.9,65.56842
0.4,Ideal,I,SI2,61,58,484,4.74,4.77,2.9,65.56842
0.4,Ideal,G,VS2,61,57,1010,4.74,4.77,2.9,65.56842
0.4,Good,E,SI1,64.2,56,682,4.66,4.69,3,65.5662
0.4,Good,E,SI1,64.2,56,882,4.69,4.66,3,65.5662
0.4,Premium,F,VS2,61,58,842,4.72,4.79,2.9,65.56552
0.4,Premium,F,VS2,61,58,1080,4.79,4.72,2.9,65.56552
0.4,Ideal,I,VVS2,61.9,56.4,728,4.72,4.74,2.93,65.552304
0.4,Very Good,G,SI1,61.9,55,682,4.71,4.75,2.93,65.551425
0.4,Premium,H,SI1,61.9,57,969,4.75,4.71,2.93,65.551425
0.4,Very Good,F,VVS1,61.9,59,1111,4.71,4.75,2.93,65.551425
0.41,Very Good,D,VVS1,61.9,60,1376,4.71,4.75,2.93,65.551425
0.41,Premium,G,VS1,61.9,60,899,4.7,4.76,2.93,65.54996
0.41,Premium,G,VS1,61.9,60,961,4.76,4.7,2.93,65.54996
0.4,Ideal,G,IF,61.9,56,1570,4.7,4.76,2.93,65.54996
0.4,Good,G,VS2,63.5,56,807,4.68,4.7,2.98,65.54808
0.4,Very Good,G,VS2,63.5,56,1035,4.7,4.68,2.98,65.54808
0.4,Good,E,SI1,63.5,55,687,4.67,4.71,2.98,65.547186
0.4,Good,I,VS1,63.5,55,687,4.67,4.71,2.98,65.547186
0.4,Very Good,I,VS1,63.5,55,882,4.71,4.67,2.98,65.547186
0.4,Very Good,E,SI1,63.5,55,882,4.71,4.67,2.98,65.547186
0.4,Good,D,VS2,63.5,56,786,4.66,4.72,2.98,65.545696
0.39,Ideal,E,VVS1,60.4,56,1179,4.76,4.78,2.88,65.528064
0.41,Very Good,E,SI1,60.4,58,725,4.75,4.79,2.88,65.5272
0.4,Very Good,F,VS1,60.4,58,868,4.75,4.79,2.88,65.5272
0.41,Premium,E,SI1,60.4,58,930,4.79,4.75,2.88,65.5272
0.39,Very Good,H,SI2,60.4,60,588,4.74,4.8,2.88,65.52576
0.4,Very Good,D,VVS2,59.4,61,977,4.77,4.82,2.85,65.52549
0.4,Very Good,E,SI1,62.9,59,687,4.69,4.72,2.96,65.524928
0.4,Very Good,F,SI1,62.9,58,687,4.69,4.72,2.96,65.524928
0.4,Very Good,G,SI1,62.9,57,699,4.69,4.72,2.96,65.524928
0.4,Very Good,G,VS2,62.9,56,807,4.69,4.72,2.96,65.524928
0.4,Very Good,F,VS2,62.9,57,842,4.69,4.72,2.96,65.524928
0.4,Premium,F,SI1,62.9,58,882,4.72,4.69,2.96,65.524928
0.4,Premium,E,SI1,62.9,59,882,4.72,4.69,2.96,65.524928
0.4,Very Good,H,VVS1,62.9,56,954,4.69,4.72,2.96,65.524928
0.4,Ideal,G,VS2,62.9,56,1035,4.72,4.69,2.96,65.524928
0.4,Ideal,F,VS2,62.9,57,1080,4.72,4.69,2.96,65.524928
0.4,Very Good,I,VS1,62.9,59,737,4.68,4.73,2.96,65.523744
0.4,Premium,I,VS1,62.9,59,945,4.73,4.68,2.96,65.523744
0.4,Ideal,G,VVS1,61.3,56,977,4.74,4.75,2.91,65.51865
0.4,Ideal,G,SI1,61.3,56,701,4.73,4.76,2.91,65.518068
0.4,Very Good,E,SI1,61.3,61,737,4.73,4.76,2.91,65.518068
0.4,Premium,E,SI1,61.3,61,945,4.76,4.73,2.91,65.518068
0.4,Ideal,F,VS1,61.3,56,982,4.73,4.76,2.91,65.518068
0.4,Ideal,F,VS1,61.3,56,1050,4.76,4.73,2.91,65.518068
0.4,Ideal,F,VVS1,61.3,56,1263,4.73,4.76,2.91,65.518068
0.4,Ideal,F,VVS1,61.3,56,1323,4.76,4.73,2.91,65.518068
0.4,Ideal,D,SI2,61.3,56,622,4.72,4.77,2.91,65.516904
0.4,Ideal,D,SI2,61.3,56,798,4.77,4.72,2.91,65.516904
0.4,Ideal,H,VVS2,62.3,57,877,4.71,4.73,2.94,65.498202
0.4,Ideal,E,VS1,62.3,56,1053,4.71,4.73,2.94,65.498202
0.4,Ideal,H,VVS2,62.3,57,1125,4.73,4.71,2.94,65.498202
0.4,Ideal,E,VS1,62.3,56,1125,4.73,4.71,2.94,65.498202
0.4,Premium,F,SI1,62.3,60,737,4.7,4.74,2.94,65.49732
0.4,Premium,F,SI1,62.3,60,945,4.74,4.7,2.94,65.49732
0.4,Ideal,D,VS1,62.3,54,1064,4.7,4.74,2.94,65.49732
0.4,Good,I,SI1,63.9,57,596,4.66,4.7,2.99,65.48698
0.4,Good,I,SI1,63.9,57,765,4.7,4.66,2.99,65.48698
0.4,Good,E,SI2,63.9,57,622,4.65,4.71,2.99,65.485485
0.4,Good,E,SI2,63.9,57,798,4.71,4.65,2.99,65.485485
0.4,Very Good,E,SI1,59.8,61,684,4.76,4.81,2.86,65.481416
0.4,Premium,D,VVS2,60.7,60,1263,4.74,4.78,2.89,65.479308
0.4,Premium,D,VVS2,60.7,60,1323,4.78,4.74,2.89,65.479308
0.4,Good,D,SI1,63.3,57,720,4.68,4.71,2.97,65.467116
0.4,Very Good,D,SI1,63.3,57,924,4.71,4.68,2.97,65.467116
0.4,Premium,F,SI1,61.7,59,769,4.75,4.72,2.92,65.4664
0.4,Ideal,D,VS2,61.7,57,890,4.72,4.75,2.92,65.4664
0.4,Premium,D,VS2,61.7,59,982,4.72,4.75,2.92,65.4664
0.4,Premium,D,VS2,61.7,59,1050,4.75,4.72,2.92,65.4664
0.4,Ideal,G,VVS1,61.8,56,1097,4.72,4.75,2.92,65.4664
0.4,Ideal,F,VVS1,61.7,57,1128,4.72,4.75,2.92,65.4664
0.4,Ideal,F,VVS1,61.7,57,1206,4.75,4.72,2.92,65.4664
0.4,Ideal,F,VVS1,61.7,56,1263,4.72,4.75,2.92,65.4664
0.4,Ideal,F,VVS1,61.7,56,1323,4.75,4.72,2.92,65.4664
0.4,Very Good,F,SI1,61.7,62,717,4.71,4.76,2.92,65.465232
0.4,Premium,F,SI1,61.7,62,920,4.76,4.71,2.92,65.465232
0.39,Very Good,G,SI1,61.7,57,684,4.77,4.7,2.92,65.46348
0.39,Premium,G,SI1,61.7,57,854,4.77,4.7,2.92,65.46348
0.4,Very Good,D,VVS2,62.6,55,1168,4.7,4.72,2.95,65.4428
0.4,Ideal,H,SI2,62.6,55,540,4.7,4.72,2.95,65.4428
0.4,Ideal,I,VVS2,62.6,54,751,4.69,4.73,2.95,65.441915
0.4,Premium,F,SI1,62.6,59,737,4.68,4.74,2.95,65.44044
0.4,Premium,F,SI1,62.6,59,945,4.74,4.68,2.95,65.44044
0.4,Premium,G,VVS2,61.1,58,982,4.74,4.76,2.9,65.43096
0.4,Premium,G,VVS2,61.1,58,1050,4.76,4.74,2.9,65.43096
0.4,Very Good,F,IF,61.1,57,1217,4.73,4.77,2.9,65.43009
0.4,Ideal,G,VVS2,61.1,57,915,4.72,4.78,2.9,65.42864
0.4,Good,E,SI1,64.2,57,662,4.66,4.68,3,65.4264
0.4,Good,E,SI1,64.2,57,857,4.68,4.66,3,65.4264
0.4,Premium,G,SI1,62,59,702,4.71,4.74,2.93,65.413422
0.4,Premium,G,SI1,62,59,900,4.74,4.71,2.93,65.413422
0.4,Very Good,F,VVS2,62,56,1049,4.71,4.74,2.93,65.413422
0.4,Ideal,D,VVS2,62,56,1263,4.71,4.74,2.93,65.413422
0.4,Ideal,D,VVS2,62,56,1323,4.74,4.71,2.93,65.413422
0.4,Good,D,SI1,63.6,57,720,4.67,4.7,2.98,65.40802
0.4,Good,F,SI1,63.6,57,737,4.67,4.7,2.98,65.40802
0.4,Good,D,SI1,63.6,57,924,4.7,4.67,2.98,65.40802
0.4,Good,F,SI1,63.6,57,945,4.7,4.67,2.98,65.40802
0.4,Very Good,E,VVS2,63.6,55,1028,4.67,4.7,2.98,65.40802
0.4,Very Good,G,VS1,60.4,57,760,4.76,4.77,2.88,65.390976
0.4,Premium,D,VVS2,60.4,59,1263,4.76,4.77,2.88,65.390976
0.4,Premium,D,VVS2,60.4,59,1323,4.77,4.76,2.88,65.390976
0.4,Premium,G,VS2,60.4,58,753,4.75,4.78,2.88,65.3904
0.4,Premium,G,VS2,60.4,58,966,4.78,4.75,2.88,65.3904
0.4,Very Good,I,VS1,63,56,737,4.68,4.72,2.96,65.385216
0.4,Ideal,I,VS1,63,56,945,4.72,4.68,2.96,65.385216
0.4,Premium,F,VS1,61.4,58,982,4.73,4.75,2.91,65.380425
0.4,Premium,F,VS1,61.4,58,982,4.73,4.75,2.91,65.380425
0.4,Premium,F,VS1,61.4,58,1050,4.75,4.73,2.91,65.380425
0.4,Premium,F,VS1,61.4,58,1050,4.75,4.73,2.91,65.380425
0.4,Ideal,I,VVS1,61.4,58,790,4.72,4.76,2.91,65.379552
0.4,Ideal,G,VVS1,61.4,55,1123,4.72,4.76,2.91,65.379552
0.4,Ideal,G,VVS1,61.4,55,1200,4.76,4.72,2.91,65.379552
0.4,Ideal,G,IF,61.5,57,1257,4.72,4.76,2.91,65.379552
0.4,Ideal,I,VVS2,62.4,55,807,4.7,4.73,2.94,65.35914
0.41,Premium,I,VVS2,62.4,60,827,4.7,4.73,2.94,65.35914
0.4,Ideal,G,VVS2,62.4,57,917,4.7,4.73,2.94,65.35914
0.4,Ideal,I,IF,62.4,56,982,4.7,4.73,2.94,65.35914
0.4,Ideal,I,VVS2,62.4,55,1035,4.73,4.7,2.94,65.35914
0.4,Ideal,I,IF,62.4,56,1050,4.73,4.7,2.94,65.35914
0.41,Premium,I,VVS2,62.4,60,1061,4.73,4.7,2.94,65.35914
0.4,Ideal,E,VVS2,62.4,59,1166,4.7,4.73,2.94,65.35914
0.4,Premium,H,VS1,62.4,60,807,4.69,4.74,2.94,65.357964
0.4,Premium,H,VS1,62.4,60,1035,4.74,4.69,2.94,65.357964
0.41,Ideal,I,VVS2,62.4,57,843,4.68,4.75,2.94,65.3562
0.4,Good,J,VS1,64,56,567,4.66,4.69,2.99,65.347646
0.4,Good,J,VS1,64,56,734,4.69,4.66,2.99,65.347646
0.4,Very Good,D,VS1,64,57,995,4.66,4.69,2.99,65.347646
0.4,Very Good,H,IF,64,56,1044,4.66,4.69,2.99,65.347646
0.39,Very Good,F,SI1,60,57,704,4.76,4.8,2.86,65.34528
0.41,Good,J,VS2,64,59,565,4.64,4.71,2.99,65.344656
0.41,Good,J,VS2,64,59,732,4.71,4.64,2.99,65.344656
0.39,Ideal,G,VS2,60.7,54,745,4.74,4.77,2.89,65.342322
0.39,Ideal,E,VS1,60.8,56,914,4.74,4.77,2.89,65.342322
0.4,Good,D,VVS2,60.8,62,1080,4.74,4.77,2.89,65.342322
0.41,Very Good,J,VS1,60.8,61,647,4.72,4.79,2.89,65.339432
0.41,Premium,J,VS1,60.8,61,830,4.79,4.72,2.89,65.339432
0.4,Premium,H,VS1,61.8,59.2,793,4.72,4.74,2.92,65.328576
0.4,Ideal,H,VS1,61.8,59,1017,4.74,4.72,2.92,65.328576
0.4,Ideal,F,VVS2,61.7,56,1088,4.72,4.74,2.92,65.328576
0.4,Ideal,F,VVS2,61.7,56,1163,4.74,4.72,2.92,65.328576
0.4,Ideal,D,VS2,61.7,56,1172,4.72,4.74,2.92,65.328576
0.4,Good,F,VVS1,63.3,57,1145,4.68,4.7,2.97,65.32812
0.4,Very Good,F,VVS1,63.3,57,1224,4.7,4.68,2.97,65.32812
0.41,Premium,H,SI1,61.7,60,683,4.71,4.75,2.92,65.3277
0.41,Premium,H,SI1,61.7,60,876,4.75,4.71,2.92,65.3277
0.4,Good,I,VVS1,63.3,57,842,4.67,4.71,2.97,65.327229
0.41,Good,G,VS1,63.3,62,847,4.67,4.71,2.97,65.327229
0.4,Very Good,I,VVS1,63.3,57,1080,4.71,4.67,2.97,65.327229
0.4,Very Good,D,VS1,63.3,57,967,4.66,4.72,2.97,65.325744
0.4,Ideal,E,SI1,62.7,57,737,4.69,4.72,2.95,65.30356
0.4,Ideal,E,SI1,62.7,57,945,4.72,4.69,2.95,65.30356
0.4,Premium,G,VVS2,62.7,59,982,4.69,4.72,2.95,65.30356
0.4,Premium,G,VVS2,62.7,59,1050,4.72,4.69,2.95,65.30356
0.4,Very Good,E,VS1,62.7,55,1250,4.69,4.72,2.95,65.30356
0.41,Very Good,E,VS2,62.7,58,833,4.68,4.73,2.95,65.30238
0.39,Ideal,E,SI1,61.1,55,628,4.74,4.75,2.9,65.2935
0.4,Premium,D,SI1,61.1,58,772,4.74,4.75,2.9,65.2935
0.4,Premium,D,SI1,61.1,58,990,4.75,4.74,2.9,65.2935
0.4,Premium,D,SI2,61.1,58,666,4.73,4.76,2.9,65.29292
0.4,Premium,D,SI2,61.1,58,855,4.76,4.73,2.9,65.29292
0.4,Very Good,G,VVS2,61.1,58,1033,4.73,4.76,2.9,65.29292
0.39,Ideal,E,IF,61.1,57,1333,4.73,4.76,2.9,65.29292
0.4,Very Good,F,SI2,62.1,57,579,4.7,4.74,2.93,65.27454
0.4,Ideal,D,SI1,62.1,56,772,4.7,4.74,2.93,65.27454
0.39,Ideal,F,VVS2,62.1,55,988,4.7,4.74,2.93,65.27454
0.4,Ideal,D,SI1,62.1,56,990,4.74,4.7,2.93,65.27454
0.4,Premium,D,SI2,62.1,60,666,4.69,4.75,2.93,65.273075
0.4,Premium,D,SI2,62.1,60,855,4.75,4.69,2.93,65.273075
0.39,Ideal,E,VS2,60.5,56,839,4.75,4.77,2.88,65.2536
0.4,Premium,E,SI2,60.5,59,640,4.74,4.78,2.88,65.252736
0.4,Premium,E,SI2,60.5,59,821,4.78,4.74,2.88,65.252736
0.4,Very Good,D,SI1,63,59,690,4.69,4.7,2.96,65.24728
0.4,Very Good,E,SI1,63,57,725,4.68,4.71,2.96,65.246688
0.39,Good,E,VVS2,61.5,61,943,4.73,4.74,2.91,65.242782
0.4,Ideal,I,VS1,61.5,59,736,4.72,4.75,2.91,65.2422
0.4,Very Good,F,VS1,61.5,59,982,4.71,4.76,2.91,65.241036
0.4,Premium,F,VS1,61.5,59,1050,4.76,4.71,2.91,65.241036
0.4,Very Good,F,SI1,61.5,60,707,4.77,4.7,2.91,65.23929
0.4,Premium,F,SI1,61.5,60,882,4.77,4.7,2.91,65.23929
0.4,Premium,D,VS2,62.4,59,982,4.7,4.72,2.94,65.22096
0.4,Premium,D,VS2,62.4,59,1050,4.72,4.7,2.94,65.22096
0.4,Ideal,E,VS1,62.4,58,1250,4.7,4.72,2.94,65.22096
0.4,Premium,D,SI2,62.4,58,666,4.69,4.73,2.94,65.220078
0.4,Ideal,H,VS2,62.4,56,704,4.69,4.73,2.94,65.220078
0.4,Premium,D,SI2,62.4,58,855,4.73,4.69,2.94,65.220078
0.4,Ideal,H,VVS2,62.4,57,877,4.69,4.73,2.94,65.220078
0.4,Ideal,F,VVS2,62.4,57,1088,4.69,4.73,2.94,65.220078
0.4,Ideal,H,VVS2,62.4,57,1125,4.73,4.69,2.94,65.220078
0.4,Ideal,F,VVS2,62.4,57,1163,4.73,4.69,2.94,65.220078
0.39,Very Good,F,SI1,60,55,661,4.76,4.79,2.86,65.209144
0.4,Good,D,SI2,64,56,599,4.64,4.7,2.99,65.20592
0.4,Good,D,SI2,64,56,775,4.7,4.64,2.99,65.20592
0.39,Ideal,I,VVS2,60.8,56,849,4.74,4.76,2.89,65.205336
0.4,Very Good,D,VS1,60.8,59,954,4.74,4.76,2.89,65.205336
0.4,Premium,F,VVS1,60.8,59,1263,4.74,4.76,2.89,65.205336
0.4,Premium,F,VVS1,60.8,59,1323,4.76,4.74,2.89,65.205336
0.4,Premium,E,VVS2,60.8,59,988,4.73,4.77,2.89,65.204469
0.4,Premium,E,VVS2,60.8,59,1056,4.77,4.73,2.89,65.204469
0.39,Very Good,F,IF,60.8,55,1131,4.73,4.77,2.89,65.204469
0.4,Premium,G,IF,60.8,58,1333,4.73,4.77,2.89,65.204469
0.4,Premium,G,IF,60.8,58,1397,4.77,4.73,2.89,65.204469
0.4,Ideal,E,SI1,61.8,56,737,4.71,4.74,2.92,65.190168
0.4,Ideal,E,SI1,61.8,56,945,4.74,4.71,2.92,65.190168
0.4,Ideal,F,VVS2,61.8,55,1351,4.71,4.74,2.92,65.190168
0.4,Good,D,SI2,63.4,59,622,4.67,4.7,2.97,65.18853
0.4,Very Good,D,SI2,63.4,59,798,4.7,4.67,2.97,65.18853
0.4,Good,G,SI1,63.4,58,655,4.66,4.71,2.97,65.187342
0.4,Very Good,G,SI1,63.4,58,840,4.71,4.66,2.97,65.187342
0.4,Ideal,D,VS2,62.8,57,895,4.68,4.72,2.95,65.16432
0.4,Very Good,D,VS2,62.8,57,982,4.68,4.72,2.95,65.16432
0.4,Ideal,D,VS2,62.8,57,1050,4.72,4.68,2.95,65.16432
0.4,Ideal,D,VVS2,62.8,56,1111,4.68,4.72,2.95,65.16432
0.39,Very Good,I,VS2,60.2,61,696,4.74,4.79,2.87,65.162202
0.4,Premium,E,VS2,59.3,59,912,4.77,4.81,2.84,65.160108
0.4,Premium,E,VS2,59.3,59,975,4.81,4.77,2.84,65.160108
0.4,Premium,E,VS1,61.2,59,1053,4.72,4.76,2.9,65.15488
0.4,Premium,E,VS1,61.2,59,1125,4.76,4.72,2.9,65.15488
0.4,Very Good,H,SI1,62.1,62,666,4.7,4.73,2.93,65.13683
0.4,Premium,H,SI1,62.1,62,855,4.73,4.7,2.93,65.13683
0.4,Premium,D,VS1,62.1,58,1123,4.7,4.73,2.93,65.13683
0.4,Ideal,E,VVS2,62.1,56,1158,4.7,4.73,2.93,65.13683
0.4,Premium,D,VS1,62.1,58,1200,4.73,4.7,2.93,65.13683
0.4,Ideal,E,VVS2,62.1,56,1238,4.73,4.7,2.93,65.13683
0.4,Ideal,H,VVS2,62.1,57,877,4.69,4.74,2.93,65.135658
0.4,Ideal,H,VVS2,62.1,57,1125,4.74,4.69,2.93,65.135658
